0,SHITOMASI,125,4,32.2227,BRISK,1,SHITOMASI,118,4,21.3974,BRISK,SEL_KNN,95,1.461
2,SHITOMASI,123,4,18.7906,BRISK,SEL_KNN,88,0.346443
3,SHITOMASI,120,4,17.2976,BRISK,SEL_KNN,80,0.334452
4,SHITOMASI,120,4,20.3162,BRISK,SEL_KNN,90,0.34665
5,SHITOMASI,113,4,18.6293,BRISK,SEL_KNN,82,2.88249
6,SHITOMASI,114,4,16.8771,BRISK,SEL_KNN,79,1.29297
7,SHITOMASI,123,4,16.1754,BRISK,SEL_KNN,85,0.333499
8,SHITOMASI,111,4,16.1505,BRISK,SEL_KNN,86,0.575014
9,SHITOMASI,112,4,18.1055,BRISK,SEL_KNN,82,0.300408
0,SHITOMASI,125,4,25.7413,BRIEF,1,SHITOMASI,118,4,19.886,BRIEF,SEL_KNN,115,1.92756
2,SHITOMASI,123,4,18.2631,BRIEF,SEL_KNN,111,0.325421
3,SHITOMASI,120,4,13.9254,BRIEF,SEL_KNN,104,0.393036
4,SHITOMASI,120,4,16.0777,BRIEF,SEL_KNN,101,0.334269
5,SHITOMASI,113,4,13.2691,BRIEF,SEL_KNN,102,0.506712
6,SHITOMASI,114,4,17.8565,BRIEF,SEL_KNN,102,2.12541
7,SHITOMASI,123,4,17.3232,BRIEF,SEL_KNN,100,0.352603
8,SHITOMASI,111,4,15.0612,BRIEF,SEL_KNN,109,0.358403
9,SHITOMASI,112,4,11.849,BRIEF,SEL_KNN,100,0.280687
0,SHITOMASI,125,4,40.6259,ORB,1,SHITOMASI,118,4,19.1177,ORB,SEL_KNN,104,1.84427
2,SHITOMASI,123,4,20.5639,ORB,SEL_KNN,103,0.411939
3,SHITOMASI,120,4,17.7321,ORB,SEL_KNN,100,1.30246
4,SHITOMASI,120,4,17.5825,ORB,SEL_KNN,102,3.31986
5,SHITOMASI,113,4,20.9427,ORB,SEL_KNN,103,0.28625
6,SHITOMASI,114,4,24.927,ORB,SEL_KNN,98,3.61455
7,SHITOMASI,123,4,19.4137,ORB,SEL_KNN,98,0.885412
8,SHITOMASI,111,4,18.9241,ORB,SEL_KNN,102,0.343053
9,SHITOMASI,112,4,29.6574,ORB,SEL_KNN,97,0.870821
0,SHITOMASI,125,4,25.7259,FREAK,1,SHITOMASI,118,4,19.4414,FREAK,SEL_KNN,90,5.64305
2,SHITOMASI,123,4,13.7627,FREAK,SEL_KNN,88,0.537122
3,SHITOMASI,120,4,10.675,FREAK,SEL_KNN,87,0.36727
4,SHITOMASI,120,4,10.2981,FREAK,SEL_KNN,89,1.39198
5,SHITOMASI,113,4,13.5615,FREAK,SEL_KNN,83,0.361804
6,SHITOMASI,114,4,9.96464,FREAK,SEL_KNN,78,0.379049
7,SHITOMASI,123,4,11.3034,FREAK,SEL_KNN,81,0.777955
8,SHITOMASI,111,4,17.3233,FREAK,SEL_KNN,86,0.40958
9,SHITOMASI,112,4,10.9069,FREAK,SEL_KNN,84,0.330921
0,Harris,17,6,18.6618,BRISK,1,Harris,14,6,17.089,BRISK,SEL_KNN,12,4.74394
2,Harris,18,6,17.1672,BRISK,SEL_KNN,10,0.087129
3,Harris,21,6,16.8279,BRISK,SEL_KNN,14,0.066444
4,Harris,26,6,16.0718,BRISK,SEL_KNN,15,0.063902
5,Harris,43,6,28.757,BRISK,SEL_KNN,16,0.103252
6,Harris,18,6,13.8071,BRISK,SEL_KNN,16,0.085438
7,Harris,31,6,18.7912,BRISK,SEL_KNN,15,0.072541
8,Harris,26,6,17.0735,BRISK,SEL_KNN,23,0.076593
9,Harris,34,6,20.1319,BRISK,SEL_KNN,21,0.080009
0,Harris,17,6,18.2656,BRIEF,1,Harris,14,6,16.3718,BRIEF,SEL_KNN,14,0.148524
2,Harris,18,6,14.2132,BRIEF,SEL_KNN,11,0.105379
3,Harris,21,6,14.6368,BRIEF,SEL_KNN,15,0.061611
4,Harris,26,6,13.0235,BRIEF,SEL_KNN,20,0.075147
5,Harris,43,6,27.1241,BRIEF,SEL_KNN,24,0.098354
6,Harris,18,6,14.3808,BRIEF,SEL_KNN,26,0.104727
7,Harris,31,6,17.0081,BRIEF,SEL_KNN,16,0.061028
8,Harris,26,6,12.1148,BRIEF,SEL_KNN,24,0.069688
9,Harris,34,6,19.7977,BRIEF,SEL_KNN,23,0.087441
0,Harris,17,6,26.4341,ORB,1,Harris,14,6,21.2211,ORB,SEL_KNN,12,0.176142
2,Harris,18,6,18.819,ORB,SEL_KNN,13,0.561864
3,Harris,21,6,19.3652,ORB,SEL_KNN,16,0.092885
4,Harris,26,6,21.3639,ORB,SEL_KNN,18,0.116466
5,Harris,43,6,30.653,ORB,SEL_KNN,24,0.101657
6,Harris,18,6,17.6069,ORB,SEL_KNN,18,0.099203
7,Harris,31,6,18.0648,ORB,SEL_KNN,15,0.73929
8,Harris,26,6,14.7651,ORB,SEL_KNN,24,0.097061
9,Harris,34,6,26.9954,ORB,SEL_KNN,20,0.101783
0,Harris,17,6,16.8355,FREAK,1,Harris,14,6,16.3586,FREAK,SEL_KNN,13,0.104753
2,Harris,18,6,12.6817,FREAK,SEL_KNN,13,0.072888
3,Harris,21,6,16.5144,FREAK,SEL_KNN,15,0.073693
4,Harris,26,6,16.0994,FREAK,SEL_KNN,15,0.113356
5,Harris,43,6,31.5599,FREAK,SEL_KNN,17,0.112396
6,Harris,18,6,19.0132,FREAK,SEL_KNN,20,0.117545
7,Harris,31,6,23.2414,FREAK,SEL_KNN,14,0.095105
8,Harris,26,6,20.9627,FREAK,SEL_KNN,21,0.097898
9,Harris,34,6,28.3502,FREAK,SEL_KNN,18,0.099234
0,FAST,149,7,6.25079,BRISK,1,FAST,152,7,0.818682,BRISK,SEL_KNN,97,0.79205
2,FAST,150,7,0.844776,BRISK,SEL_KNN,104,0.848769
3,FAST,155,7,1.22811,BRISK,SEL_KNN,101,0.557133
4,FAST,149,7,1.34889,BRISK,SEL_KNN,98,0.538582
5,FAST,149,7,1.30765,BRISK,SEL_KNN,85,0.520703
6,FAST,156,7,1.26807,BRISK,SEL_KNN,107,0.426845
7,FAST,150,7,1.34695,BRISK,SEL_KNN,107,0.446603
8,FAST,138,7,1.20561,BRISK,SEL_KNN,100,1.6649
9,FAST,143,7,1.22592,BRISK,SEL_KNN,100,0.363911
0,FAST,149,7,1.2985,BRIEF,1,FAST,152,7,1.31993,BRIEF,SEL_KNN,119,0.574325
2,FAST,150,7,0.720996,BRIEF,SEL_KNN,130,0.469763
3,FAST,155,7,0.727643,BRIEF,SEL_KNN,118,0.467184
4,FAST,149,7,0.706787,BRIEF,SEL_KNN,126,0.480399
5,FAST,149,7,0.714609,BRIEF,SEL_KNN,108,0.341777
6,FAST,156,7,0.715684,BRIEF,SEL_KNN,123,0.361831
7,FAST,150,7,0.877774,BRIEF,SEL_KNN,131,0.471857
8,FAST,138,7,0.791596,BRIEF,SEL_KNN,125,0.424695
9,FAST,143,7,0.78413,BRIEF,SEL_KNN,119,0.397374
0,FAST,149,7,1.22145,ORB,1,FAST,152,7,1.1586,ORB,SEL_KNN,122,0.672616
2,FAST,150,7,0.681611,ORB,SEL_KNN,122,0.48144
3,FAST,155,7,1.01408,ORB,SEL_KNN,115,0.477895
4,FAST,149,7,0.667507,ORB,SEL_KNN,129,0.513016
5,FAST,149,7,0.732057,ORB,SEL_KNN,107,1.65437
6,FAST,156,7,0.784677,ORB,SEL_KNN,120,0.487861
7,FAST,150,7,0.727759,ORB,SEL_KNN,126,0.499986
8,FAST,138,7,0.748331,ORB,SEL_KNN,122,0.325308
9,FAST,143,7,0.731252,ORB,SEL_KNN,118,0.441926
0,FAST,149,7,0.83734,FREAK,1,FAST,152,7,0.774858,FREAK,SEL_KNN,97,0.403688
2,FAST,150,7,1.00896,FREAK,SEL_KNN,98,1.59159
3,FAST,155,7,0.83661,FREAK,SEL_KNN,94,0.496595
4,FAST,149,7,0.726014,FREAK,SEL_KNN,99,0.3629
5,FAST,149,7,0.750479,FREAK,SEL_KNN,88,0.352274
6,FAST,156,7,1.05522,FREAK,SEL_KNN,99,0.364205
7,FAST,150,7,0.768249,FREAK,SEL_KNN,104,0.475352
8,FAST,138,7,0.751205,FREAK,SEL_KNN,99,0.340825
9,FAST,143,7,1.05854,FREAK,SEL_KNN,103,0.345114
0,BRISK,264,11,278.504,BRISK,1,BRISK,282,16,241.692,BRISK,SEL_KNN,171,1.03585
2,BRISK,282,13,237.638,BRISK,SEL_KNN,176,1.06694
3,BRISK,277,11,235.622,BRISK,SEL_KNN,157,1.03937
4,BRISK,297,12,241.126,BRISK,SEL_KNN,176,1.55408
5,BRISK,279,12,240.236,BRISK,SEL_KNN,174,1.57354
6,BRISK,289,11,237.157,BRISK,SEL_KNN,188,1.54976
7,BRISK,272,13,235.697,BRISK,SEL_KNN,173,1.51073
8,BRISK,266,10,239.905,BRISK,SEL_KNN,171,0.979394
9,BRISK,254,8,238.001,BRISK,SEL_KNN,184,0.89457
0,BRISK,264,11,242.83,BRIEF,1,BRISK,282,16,239.405,BRIEF,SEL_KNN,178,1.80446
2,BRISK,282,13,236.942,BRIEF,SEL_KNN,205,0.985898
3,BRISK,277,11,234.012,BRIEF,SEL_KNN,185,1.36451
4,BRISK,297,12,239.057,BRIEF,SEL_KNN,179,1.41998
5,BRISK,279,12,235.563,BRIEF,SEL_KNN,183,1.04246
6,BRISK,289,11,235.848,BRIEF,SEL_KNN,195,1.00797
7,BRISK,272,13,235.821,BRIEF,SEL_KNN,207,1.00626
8,BRISK,266,10,258.084,BRIEF,SEL_KNN,189,1.61752
9,BRISK,254,8,243.547,BRIEF,SEL_KNN,183,1.26319
0,BRISK,264,11,299.052,ORB,1,BRISK,282,16,281.446,ORB,SEL_KNN,160,1.77262
2,BRISK,282,13,278.381,ORB,SEL_KNN,171,1.40617
3,BRISK,277,11,287.296,ORB,SEL_KNN,157,1.66918
4,BRISK,297,12,289.386,ORB,SEL_KNN,170,2.32858
5,BRISK,279,12,285.799,ORB,SEL_KNN,154,1.86881
6,BRISK,289,11,308.66,ORB,SEL_KNN,180,1.52987
7,BRISK,272,13,284.244,ORB,SEL_KNN,171,1.08332
8,BRISK,266,10,284.359,ORB,SEL_KNN,175,1.33949
9,BRISK,254,8,283.911,ORB,SEL_KNN,172,1.14897
0,BRISK,264,11,270.706,FREAK,1,BRISK,282,16,242.95,FREAK,SEL_KNN,160,1.00416
2,BRISK,282,13,255.092,FREAK,SEL_KNN,178,1.16616
3,BRISK,277,11,248.15,FREAK,SEL_KNN,156,1.03337
4,BRISK,297,12,259.195,FREAK,SEL_KNN,173,1.12167
5,BRISK,279,12,255.32,FREAK,SEL_KNN,160,0.946014
6,BRISK,289,11,236.393,FREAK,SEL_KNN,183,0.920919
7,BRISK,272,13,241.237,FREAK,SEL_KNN,169,1.00421
8,BRISK,266,10,235.289,FREAK,SEL_KNN,179,0.831616
9,BRISK,254,8,236.976,FREAK,SEL_KNN,168,0.950986
0,ORB,92,31,11.0992,BRISK,1,ORB,102,31,9.87208,BRISK,SEL_KNN,73,0.244971
2,ORB,106,31,8.98381,BRISK,SEL_KNN,74,0.244601
